STNAM,LEANM,Math Sum Total,Math Sum Pct Prof,Math ECD Total,Math ECD Pct Prof,Math Pct ECD,Read Sum Total,Read Sum Pct Prof,Read ECD Total,Read ECD Pct Prof,Read Pct ECD,TotPop_x,KidPop_x,ChildPov_x,TotPop_y,KidPop_y,ChildPov_y
MN,MN RIVER VALLEY EDUCATION DISTRICT,34.0,LE10,18.0,LE20,53.0,13.0,LT50,11.0,LT50,85.0,,,,,,
MN,MN VALLEY EDUCATION DISTRICT,33.0,11-19,16.0,LE20,48.0,32.0,11-19,15.0,LT50,47.0,,,,,,
MN,BENTON-STEARNS ED. DISTRICT,32.0,20-29,22.0,LE20,69.0,35.0,11-19,25.0,LE20,71.0,,,,,,
MN,MID STATE EDUCATION DISTRICT,14.0,LT50,8.0,LT50,57.0,19.0,21-39,12.0,LT50,63.0,,,,,,
MN,REGION 4-LAKES COUNTRY SERVICE COOP,26.0,LE20,15.0,LT50,58.0,11.0,LT50,11.0,LT50,100.0,,,,,,
MN,Region 6 and 8-SW/WC Service Coop,110.0,15-19,68.0,15-19,62.0,127.0,15-19,78.0,20-24,61.0,,,,,,
MN,LAKEVIEW SCHOOL DISTRICT,369.0,58,121.0,40-44,33.0,350.0,65,109.0,55-59,31.0,,,,,,
MN,NRHEG SCHOOL DISTRICT,445.0,56,148.0,35-39,33.0,461.0,58,152.0,45-49,33.0,,,,,,
MN,MURRAY COUNTY CENTRAL SCHOOL DIST.,403.0,60,126.0,45-49,31.0,402.0,66,124.0,50-54,31.0,,,,,,
MN,MACCRAY SCHOOL DISTRICT,373.0,51,165.0,40-44,44.0,384.0,53,170.0,40-44,44.0,,,,,,
MN,MINNESOTA NEW COUNTRY SCHOOL,100.0,20-24,27.0,LE20,27.0,102.0,45-49,30.0,40-59,29.0,,,,,,
MN,PACT CHARTER SCHOOL,348.0,62,50.0,40-49,14.0,360.0,66,47.0,50-59,13.0,,,,,,
MN,ATHLOS LEADERSHIP ACADEMY,567.0,39,393.0,33,69.0,568.0,51,394.0,48,69.0,,,,,,
MN,YELLOW MEDICINE EAST,374.0,38,156.0,20-24,42.0,387.0,54,163.0,35-39,42.0,,,,,,
MN,FILLMORE CENTRAL,357.0,55,112.0,35-39,31.0,357.0,61,108.0,45-49,30.0,,,,,,
MN,NORMAN COUNTY EAST SCHOOL DISTRICT,148.0,55-59,77.0,50-54,52.0,136.0,50-54,73.0,40-44,54.0,,,,,,
MN,SIBLEY EAST SCHOOL DISTRICT,616.0,44,276.0,30-34,45.0,642.0,51,284.0,35-39,44.0,,,,,,
MN,CLEARBROOK-GONVICK SCHOOL DISTRICT,235.0,46,143.0,40-44,61.0,248.0,56,151.0,50-54,61.0,,,,,,
MN,WEST CENTRAL AREA,422.0,63,151.0,50-54,36.0,439.0,69,162.0,60-64,37.0,,,,,,
MN,BELGRADE-BROOTEN-ELROSA SCHOOL DIST,316.0,55,90.0,35-39,28.0,316.0,64,101.0,45-49,32.0,,,,,,
MN,A.C.G.C. PUBLIC SCHOOL DISTRICT,445.0,47,192.0,35-39,43.0,443.0,56,211.0,50-54,48.0,,,,,,
MN,GREENBUSH-MIDDLE RIVER SCHOOL DIST.,149.0,55-59,36.0,60-69,24.0,147.0,60-64,31.0,50-59,21.0,,,,,,
MN,PIPESTONE AREA SCHOOL DISTRICT,577.0,41,301.0,31,52.0,588.0,55,313.0,47,53.0,,,,,,
MN,LONG PRAIRIE-GREY EAGLE SCHOOL DIST,496.0,32,318.0,25,64.0,499.0,38,323.0,30,65.0,,,,,,
MN,CEDAR MOUNTAIN SCHOOL DISTRICT,227.0,53,119.0,45-49,52.0,253.0,58,133.0,50-54,53.0,,,,,,
MN,COMMUNITY OF PEACE ACADEMY,415.0,40,350.0,37,84.0,406.0,41,343.0,38,84.0,,,,,,
MN,WORLD LEARNER CHARTER SCHOOL,146.0,50-54,14.0,LT50,10.0,147.0,75-79,14.0,GE50,10.0,,,,,,
MN,MINNESOTA TRANSITIONS CHARTER SCH,1695.0,26,933.0,18,55.0,1719.0,48,970.0,38,56.0,,,,,,
MN,ACHIEVE LANGUAGE ACADEMY,280.0,44,237.0,40-44,85.0,280.0,48,237.0,45-49,85.0,,,,,,
MN,HOWARD LAKE-WAVERLY-WINSTED,683.0,53,177.0,45-49,26.0,686.0,61,184.0,50-54,27.0,,,,,,
MN,FAIRMONT AREA SCHOOL DISTRICT,930.0,58,445.0,47,48.0,915.0,58,447.0,46,49.0,,,,,,
MN,LAC QUI PARLE VALLEY SCHOOL DIST.,412.0,58,185.0,35-39,45.0,413.0,53,199.0,35-39,48.0,,,,,,
MN,ADA-BORUP PUBLIC SCHOOL DISTRICT,361.0,59,171.0,40-44,47.0,334.0,59,157.0,45-49,47.0,,,,,,
MN,STEPHEN-ARGYLE CENTRAL SCHOOLS,147.0,55-59,57.0,50-59,39.0,157.0,60-64,63.0,55-59,40.0,,,,,,
MN,GLENCOE-SILVER LAKE SCHOOL DISTRICT,802.0,54,289.0,35-39,36.0,834.0,60,297.0,45-49,36.0,,,,,,
MN,MINNESOTA STATE ACADEMIES,50.0,11-19,33.0,LE10,66.0,46.0,20-29,33.0,20-29,72.0,,,,,,
MN,BLUE EARTH AREA PUBLIC SCHOOL,553.0,48,236.0,25-29,43.0,566.0,54,241.0,40-44,43.0,,,,,,
MN,RED ROCK CENTRAL SCHOOL DISTRICT,216.0,63,96.0,60-64,44.0,211.0,69,94.0,60-64,45.0,,,,,,
MN,DULUTH PUBLIC SCHOOLS ACADEMY,849.0,54,340.0,41,40.0,869.0,55,351.0,44,40.0,,,,,,
MN,CYBER VILLAGE ACADEMY,93.0,40-44,28.0,21-39,30.0,92.0,55-59,27.0,21-39,29.0,,,,,,
MN,E.C.H.O. CHARTER SCHOOL,46.0,20-29,30.0,LE20,65.0,43.0,50-59,30.0,40-59,70.0,,,,,,
MN,HIGHER GROUND ACADEMY,452.0,52,432.0,51,96.0,443.0,54,427.0,54,96.0,,,,,,
MN,ST. PAUL CITY SCHOOL,280.0,30,261.0,30-34,93.0,282.0,32,263.0,30-34,93.0,,,,,,
MN,GLENVILLE-EMMONS SCHOOL DISTRICT,117.0,50-54,41.0,30-39,35.0,133.0,45-49,48.0,30-39,36.0,,,,,,
MN,CLINTON-GRACEVILLE-BEARDSLEY,160.0,50-54,60.0,50-59,38.0,165.0,75-79,61.0,75-79,37.0,,,,,,
MN,JENNINGS COMMUNITY SCHOOL,11.0,LT50,10.0,LT50,91.0,10.0,LT50,10.0,LT50,100.0,,,,,,
MN,LIFE PREP,158.0,30-34,126.0,30-34,80.0,158.0,25-29,126.0,25-29,80.0,,,,,,
MN,FACE TO FACE ACADEMY,24.0,21-39,13.0,LT50,54.0,14.0,LT50,8.0,GE50,57.0,,,,,,
MN,SOJOURNER TRUTH ACADEMY,244.0,14,233.0,10-14,95.0,246.0,13,234.0,10-14,95.0,,,,,,
MN,HIGH SCHOOL FOR RECORDING ARTS,66.0,LE5,46.0,LE10,70.0,39.0,20-29,29.0,21-39,74.0,,,,,,
MN,LAKE PARK AUDUBON SCHOOL DISTRICT,386.0,56,121.0,45-49,31.0,391.0,61,131.0,45-49,34.0,,,,,,
MN,RENVILLE COUNTY WEST SCHOOL DIST.,275.0,40,130.0,25-29,47.0,286.0,55,140.0,35-39,49.0,,,,,,
MN,MATH AND SCIENCE ACADEMY,321.0,79,16.0,60-79,5.0,333.0,84,17.0,GE80,5.0,,,,,,
MN,NORTHWEST PASSAGE HIGH SCHOOL,24.0,LE20,6.0,LT50,25.0,27.0,40-59,10.0,LT50,37.0,,,,,,
MN,LAFAYETTE PUBLIC CHARTER SCHOOL,45.0,40-49,26.0,40-59,58.0,46.0,50-59,27.0,40-59,59.0,,,,,,
MN,NORTH LAKES ACADEMY,247.0,47,48.0,30-39,19.0,249.0,59,53.0,50-59,21.0,,,,,,
MN,LA CRESCENT MONTESSORI & STEM SCHOO,51.0,20-29,18.0,21-39,35.0,51.0,60-69,20.0,40-59,39.0,,,,,,
MN,NERSTRAND CHARTER SCHOOL,75.0,55-59,25.0,40-59,33.0,75.0,50-54,25.0,21-39,33.0,,,,,,
MN,Rosa Parks Charter High School,12.0,LT50,7.0,LT50,58.0,10.0,GE50,9.0,LT50,90.0,,,,,,
MN,EL COLEGIO CHARTER SCHOOL,22.0,LE20,17.0,LE20,77.0,23.0,LE20,19.0,LE20,83.0,,,,,,
MN,REDWOOD AREA SCHOOL DISTRICT,600.0,53,289.0,40-44,48.0,604.0,58,293.0,40-44,49.0,,,,,,
MN,WESTBROOK-WALNUT GROVE SCHOOLS,186.0,55-59,101.0,45-49,54.0,185.0,50-54,100.0,40-44,54.0,,,,,,
MN,EXCELL ACADEMY CHARTER,217.0,36,207.0,35-39,95.0,217.0,48,207.0,45-49,95.0,,,,,,
MN,ACADEMIA CESAR CHAVEZ CHARTER SCH.,350.0,19,299.0,15-19,85.0,349.0,25,298.0,20-24,85.0,,,,,,
MN,AFSA HIGH SCHOOL,155.0,35-39,50.0,30-39,32.0,154.0,55-59,50.0,40-49,32.0,,,,,,
MN,AVALON SCHOOL,103.0,35-39,29.0,21-39,28.0,98.0,60-64,27.0,21-39,28.0,,,,,,
MN,Twin Cities International Schools,676.0,41,656.0,41,97.0,677.0,43,657.0,43,97.0,,,,,,
MN,FRIENDSHIP ACDMY OF FINE ARTS CHTR.,92.0,50-54,65.0,40-44,71.0,92.0,50-54,65.0,45-49,71.0,,,,,,
MN,PILLAGER AREA CHARTER SCHOOL,5.0,PS,2.0,PS,40.0,6.0,GE50,6.0,GE50,100.0,,,,,,
MN,DISCOVERY PUBLIC SCHOOL FARIBAULT,24.0,LE20,14.0,LT50,58.0,27.0,21-39,18.0,21-39,67.0,,,,,,
MN,BLUESKY CHARTER SCHOOL,160.0,10-14,46.0,LE10,29.0,107.0,40-44,27.0,40-59,25.0,,,,,,
MN,RIDGEWAY COMMUNITY SCHOOL,46.0,50-59,14.0,LT50,30.0,46.0,50-59,14.0,LT50,30.0,,,,,,
MN,NORTH SHORE COMMUNITY SCHOOL,194.0,65-69,55.0,50-59,28.0,194.0,60-64,55.0,40-49,28.0,,,,,,
MN,HARBOR CITY INTERNATIONAL CHARTER,42.0,40-49,10.0,LT50,24.0,52.0,80-89,17.0,GE80,33.0,,,,,,
MN,SAGE ACADEMY CHARTER SCHOOL,19.0,LE20,7.0,LT50,37.0,21.0,21-39,14.0,LT50,67.0,,,,,,
MN,PRAIRIE CREEK COMMUNITY SCHOOL,88.0,70-74,11.0,GE50,12.0,88.0,70-74,11.0,LT50,12.0,,,,,,
MN,WATERSHED HIGH SCHOOL,19.0,LE20,6.0,LT50,32.0,11.0,LT50,10.0,GE50,91.0,,,,,,
MN,NEW CENTURY ACADEMY,61.0,15-19,37.0,11-19,61.0,64.0,40-44,39.0,40-49,61.0,,,,,,
MN,CROSSLAKE COMMUNITY CHARTER SCHOOL,128.0,35-39,48.0,20-29,38.0,126.0,60-64,44.0,40-49,35.0,,,,,,
MN,AURORA CHARTER SCHOOL,275.0,24,255.0,20-24,93.0,275.0,27,255.0,25-29,93.0,,,,,,
MN,RIVERWAY LEARNING COMMUNITY CHTR,62.0,10-14,40.0,11-19,65.0,61.0,30-34,40.0,30-39,66.0,,,,,,
MN,NORTHLAND LEARNING CENTER,36.0,LE10,30.0,LE20,83.0,32.0,11-19,25.0,LE20,78.0,,,,,,
MN,SCHOOLCRAFT LEARNING COMMUNITY CHTR,119.0,50-54,52.0,30-39,44.0,120.0,55-59,53.0,30-39,44.0,,,,,,
MN,KATO PUBLIC CHARTER SCHOOL,42.0,LE10,18.0,LE20,43.0,39.0,20-29,25.0,21-39,64.0,,,,,,
MN,HOPE COMMUNITY ACADEMY,342.0,35,266.0,35-39,78.0,343.0,38,267.0,35-39,78.0,,,,,,
MN,JACKSON COUNTY CENTRAL SCHOOL DIST.,538.0,55,204.0,40-44,38.0,541.0,55,213.0,45-49,39.0,,,,,,
MN,TRIO WOLF CREEK DISTANCE LEARNING,54.0,LE10,13.0,LT50,24.0,25.0,40-59,4.0,PS,16.0,,,,,,
MN,"PARTNERSHIP ACADEMY, INC.",184.0,20-24,155.0,20-24,84.0,184.0,20-24,155.0,20-24,84.0,,,,,,
MN,PRAIRIE SEEDS ACADEMY,396.0,22,256.0,20-24,65.0,406.0,34,263.0,25-29,65.0,,,,,,
MN,TEAM ACADEMY,75.0,30-34,38.0,30-39,51.0,75.0,40-44,38.0,40-49,51.0,,,,,,
MN,METRO SCHOOLS CHARTER,199.0,10-14,163.0,10-14,82.0,196.0,20-24,166.0,15-19,85.0,,,,,,
MN,TWIN CITIES ACADEMY,383.0,34,198.0,15-19,52.0,373.0,53,193.0,35-39,52.0,,,,,,
MN,ROCHESTER MATH AND SCIENCE ACADEMY,232.0,36,229.0,35-39,99.0,229.0,34,226.0,30-34,99.0,,,,,,
MN,SWAN RIVER MONTESSORI CHARTER SCH,77.0,55-59,10.0,LT50,13.0,77.0,65-69,10.0,GE50,13.0,,,,,,
MN,STRIDE ACADEMY CHARTER SCHOOL,212.0,47,109.0,35-39,51.0,211.0,48,108.0,40-44,51.0,,,,,,
MN,NEW MILLENNIUM ACADEMY CHARTER SCH,453.0,30,336.0,30,74.0,453.0,26,336.0,24,74.0,,,,,,
MN,GREEN ISLE COMMUNITY SCHOOL,26.0,40-59,12.0,GE50,46.0,26.0,40-59,12.0,GE50,46.0,,,,,,
MN,BIRCH GROVE COMMUNITY SCHOOL,16.0,60-79,9.0,GE50,56.0,16.0,40-59,9.0,LT50,56.0,,,,,,
MN,NORTHERN LIGHTS COMMUNITY SCHOOL,10.0,LT50,6.0,LT50,60.0,6.0,LT50,3.0,PS,50.0,,,,,,
MN,MINNESOTA ONLINE HIGH SCHOOL,18.0,40-59,2.0,PS,11.0,17.0,40-59,1.0,PS,6.0,,,,,,
MN,EDVISIONS OFF CAMPUS SCHOOL,40.0,20-29,3.0,PS,8.0,37.0,60-69,4.0,PS,11.0,,,,,,
MN,TWIN CITIES GERMAN IMMERSION CHTR,354.0,67,28.0,40-59,8.0,355.0,74,28.0,40-59,8.0,,,,,,
MN,DUGSI ACADEMY,206.0,17,206.0,15-19,100.0,206.0,19,206.0,15-19,100.0,,,,,,
MN,MINNESOTA DEPARTMENT OF CORRECTIONS,13.0,LT50,13.0,LT50,100.0,8.0,LT50,8.0,LT50,100.0,,,,,,
MN,LOVEWORKS ACADEMY FOR ARTS,107.0,6-9,106.0,6-9,99.0,108.0,15-19,107.0,15-19,99.0,,,,,,
MN,NAYTAHWAUSH COMMUNITY SCHOOL,57.0,20-29,44.0,11-19,77.0,56.0,20-29,43.0,20-29,77.0,,,,,,
MN,SPECTRUM HIGH SCHOOL,414.0,61,60.0,50-59,14.0,439.0,69,58.0,60-69,13.0,,,,,,
MN,NEW DISCOVERIES MONTESSORI ACADEMY,123.0,25-29,68.0,20-24,55.0,122.0,40-44,67.0,35-39,55.0,,,,,,
MN,SOUTHSIDE FAMILY CHARTER SCHOOL,68.0,50-54,29.0,21-39,43.0,67.0,65-69,29.0,40-59,43.0,,,,,,
MN,YINGHUA ACADEMY,542.0,85,59.0,60-69,11.0,543.0,74,60.0,50-59,11.0,,,,,,
MN,SEVEN HILLS PREPARATORY ACADEMY,534.0,64,117.0,45-49,22.0,534.0,71,117.0,45-49,22.0,,,,,,
MN,PLAINVIEW-ELGIN-MILLVILLE,789.0,68,224.0,50-54,28.0,819.0,67,229.0,55-59,28.0,,,,,,
MN,HIAWATHA ACADEMIES,832.0,29,701.0,28,84.0,832.0,30,707.0,28,85.0,,,,,,
MN,STONEBRIDGE WORLD SCHOOL,148.0,15-19,125.0,10-14,84.0,156.0,20-24,133.0,20-24,85.0,,,,,,
MN,CLARKFIELD CHARTER SCHOOL,25.0,GE80,16.0,GE80,64.0,25.0,GE80,16.0,GE80,64.0,,,,,,
MN,EAST RANGE ACADEMY OF TECH-SCIENCE,31.0,LE10,21.0,LE20,68.0,31.0,11-19,22.0,LE20,71.0,,,,,,
MN,LAURA JEFFREY ACADEMY CHARTER,87.0,35-39,44.0,20-29,51.0,87.0,60-64,44.0,40-49,51.0,,,,,,
MN,GLACIAL HILLS ELEMENTARY,54.0,60-69,30.0,60-79,56.0,54.0,70-79,30.0,60-79,56.0,,,,,,
MN,RTR PUBLIC SCHOOLS,323.0,50,91.0,35-39,28.0,329.0,61,94.0,45-49,29.0,,,,,,
MN,NOBLE ACADEMY,633.0,60,339.0,58,54.0,633.0,49,339.0,49,54.0,,,,,,
MN,INTERNATIONAL SPANISH LANGUAGE ACAD,181.0,70-74,10.0,LT50,6.0,181.0,75-79,10.0,GE50,6.0,,,,,,
MN,LINCOLN INTERNATIONAL SCHOOL,53.0,LE10,53.0,LE10,100.0,40.0,LE10,40.0,LE10,100.0,,,,,,
MN,MINISINAAKWAANG LEADERSHIP ACADEMY,10.0,LT50,2.0,PS,20.0,12.0,LT50,3.0,PS,25.0,,,,,,
MN,COMMUNITY SCHOOL OF EXCELLENCE,849.0,42,726.0,40,86.0,848.0,34,725.0,32,85.0,,,,,,
MN,KIPP MINNESOTA CHARTER SCHOOL,221.0,19,210.0,15-19,95.0,221.0,26,210.0,25-29,95.0,,,,,,
MN,BEST ACADEMY,415.0,26,368.0,26,89.0,415.0,32,367.0,32,88.0,,,,,,
MN,NATURAL SCIENCE ACADEMY,39.0,40-49,3.0,PS,8.0,39.0,40-49,3.0,PS,8.0,,,,,,
MN,ASPEN ACADEMY,284.0,74,70.0,60-64,25.0,285.0,69,70.0,50-54,25.0,,,,,,
MN,GLOBAL ACADEMY,285.0,54,242.0,50-54,85.0,287.0,60,244.0,55-59,85.0,,,,,,
MN,RIVERS EDGE ACADEMY,9.0,LT50,6.0,LT50,67.0,10.0,LT50,6.0,LT50,60.0,,,,,,
MN,LIONSGATE ACADEMY,105.0,20-24,15.0,LT50,14.0,120.0,35-39,23.0,21-39,19.0,,,,,,
MN,BRIGHT WATER ELEMENTARY,82.0,20-24,51.0,11-19,62.0,82.0,35-39,51.0,20-29,62.0,,,,,,
MN,RUM RIVER SPECIAL EDUCATION COOP,40.0,11-19,28.0,LE20,70.0,42.0,11-19,28.0,LE20,67.0,,,,,,
MN,COLOGNE ACADEMY,405.0,75,39.0,50-59,10.0,405.0,74,39.0,60-69,10.0,,,,,,
MN,DAVINCI ACADEMY,490.0,68,107.0,55-59,22.0,493.0,65,108.0,50-54,22.0,,,,,,
MN,OSHKI OGIMAAG CHARTER SCHOOL,14.0,LT50,12.0,LT50,86.0,14.0,LT50,12.0,LT50,86.0,,,,,,
MN,CANNON RIVER STEM SCHOOL,221.0,39,88.0,30-34,40.0,221.0,52,88.0,35-39,40.0,,,,,,
MN,COLLEGE PREPARATORY ELEMENTARY,187.0,20-24,176.0,20-24,94.0,187.0,20-24,176.0,20-24,94.0,,,,,,
MN,TRACY AREA PUBLIC SCHOOL DISTRICT,362.0,54,189.0,40-44,52.0,349.0,65,185.0,50-54,53.0,,,,,,
MN,SOUTHERN MN EDUCATION CONSORTIUM,35.0,11-19,12.0,LT50,34.0,34.0,30-39,16.0,LE20,47.0,,,,,,
MN,ORTONVILLE PUBLIC SCHOOLS,274.0,51,125.0,40-44,46.0,258.0,58,121.0,40-44,47.0,,,,,,
MN,PARNASSUS PREPARATORY CHARTER SCH,653.0,66,170.0,40-44,26.0,671.0,64,180.0,40-44,27.0,,,,,,
MN,HENNEPIN ELEMENTARY SCHOOL,208.0,43,198.0,40-44,95.0,207.0,40,198.0,40-44,96.0,,,,,,
MN,NOVA CLASSICAL ACADEMY,532.0,85,65.0,70-74,12.0,545.0,85,67.0,65-69,12.0,,,,,,
MN,GREAT EXPECTATIONS,57.0,40-49,17.0,21-39,30.0,57.0,70-79,17.0,60-79,30.0,,,,,,
MN,MINNESOTA INTERNSHIP CENTER,26.0,LE20,18.0,LE20,69.0,14.0,LT50,8.0,LT50,57.0,,,,,,
MN,HMONG COLLEGE PREP ACADEMY,1245.0,37,999.0,35,80.0,1284.0,35,1031.0,34,80.0,,,,,,
MN,PALADIN CAREER AND TECH HIGH SCHOOL,21.0,LE20,16.0,LE20,76.0,16.0,LE20,13.0,LT50,81.0,,,,,,
MN,GREAT RIVER SCHOOL,332.0,51,46.0,40-49,14.0,345.0,74,51.0,60-69,15.0,,,,,,
MN,TREKNORTH HIGH SCHOOL,146.0,40-44,90.0,30-34,62.0,153.0,60-64,89.0,50-54,58.0,,,,,,
MN,VOYAGEURS EXPEDITIONARY,62.0,15-19,55.0,11-19,89.0,58.0,40-49,52.0,40-49,90.0,,,,,,
MN,PIM Arts High School,75.0,25-29,17.0,LE20,23.0,71.0,65-69,13.0,LT50,18.0,,,,,,
MN,AUGSBURG FAIRVIEW ACADEMY,20.0,LE20,13.0,LT50,65.0,11.0,LT50,6.0,LT50,55.0,,,,,,
MN,ST PAUL CONSERVATORY PERFORMING ART,118.0,45-49,16.0,40-59,14.0,107.0,75-79,19.0,60-79,18.0,,,,,,
MN,Spero Academy,68.0,35-39,30.0,21-39,44.0,68.0,35-39,30.0,21-39,44.0,,,,,,
MN,URBAN ACADEMY CHARTER SCHOOL,150.0,25-29,150.0,25-29,100.0,150.0,30-34,149.0,30-34,99.0,,,,,,
MN,NEW CITY SCHOOL,194.0,50-54,60.0,20-29,31.0,194.0,60-64,60.0,40-49,31.0,,,,,,
MN,ARCADIA CHARTER SCHOOL,75.0,60-64,10.0,LT50,13.0,69.0,70-74,11.0,LT50,16.0,,,,,,
MN,LAKES INTERNATIONAL LANGUAGE ACADEM,626.0,58,63.0,40-44,10.0,647.0,65,66.0,50-54,10.0,,,,,,
MN,KALEIDOSCOPE CHARTER SCHOOL,299.0,54,68.0,50-54,23.0,294.0,62,65.0,60-64,22.0,,,,,,
MN,ACADEMIC ARTS HIGH SCHOOL,12.0,LT50,4.0,PS,33.0,20.0,40-59,8.0,LT50,40.0,,,,,,
MN,ST. CROIX PREPARATORY ACADEMY,631.0,86,42.0,60-69,7.0,638.0,90,40.0,80-89,6.0,,,,,,
MN,UBAH MEDICAL ACADEMY CHARTER SCHOOL,64.0,35-39,60.0,30-39,94.0,71.0,60-64,62.0,65-69,87.0,,,,,,
MN,EAGLE RIDGE ACADEMY CHARTER SCHOOL,785.0,82,176.0,55-59,22.0,790.0,78,172.0,55-59,22.0,,,,,,
MN,BEACON ACADEMY,398.0,34,163.0,15-19,41.0,395.0,47,161.0,30-34,41.0,,,,,,
MN,STEP ACADEMY CHARTER SCHOOL,252.0,34,243.0,35-39,96.0,249.0,46,240.0,45-49,96.0,,,,,,
MN,CORNERSTONE MONTESSORI ELEMENTARY,73.0,15-19,31.0,LE10,42.0,73.0,50-54,31.0,20-29,42.0,,,,,,
MN,Discovery Woods,59.0,20-29,39.0,20-29,66.0,59.0,40-49,39.0,40-49,66.0,,,,,,
MN,ROCHESTER STEM ACADEMY,31.0,11-19,31.0,11-19,100.0,31.0,50-59,29.0,40-59,94.0,,,,,,
MN,VERMILION COUNTRY SCHOOL,14.0,LT50,11.0,LT50,79.0,22.0,40-59,18.0,40-59,82.0,,,,,,
MN,MASTERY SCHOOL,127.0,20-24,112.0,15-19,88.0,127.0,30-34,112.0,25-29,88.0,,,,,,
MN,WEST SIDE SUMMIT CHARTER SCHOOL,121.0,10-14,104.0,10-14,86.0,120.0,25-29,103.0,25-29,86.0,,,,,,
MN,UPPER MISSISSIPPI ACADEMY,191.0,35-39,40.0,20-29,21.0,210.0,66,41.0,40-49,20.0,,,,,,
MN,NASHA SHKOLA CHARTER SCHOOL,60.0,60-69,42.0,60-69,70.0,60.0,40-49,42.0,30-39,70.0,,,,,,
MN,TRI-CITY UNITED SCHOOL DISTRICT,961.0,50,367.0,35,38.0,962.0,57,368.0,45,38.0,,,,,,
MN,PRODEO ACADEMY,219.0,34,192.0,30-34,88.0,219.0,32,192.0,25-29,88.0,,,,,,
MN,BRANDON-EVANSVILLE PUBLIC SCHOOLS,264.0,71,95.0,55-59,36.0,264.0,62,94.0,55-59,36.0,,,,,,
MN,MORRIS AREA PUBLIC SCHOOLS,559.0,66,158.0,45-49,28.0,568.0,61,156.0,45-49,27.0,,,,,,
MN,VENTURE ACADEMY,196.0,20-24,189.0,20-24,96.0,204.0,21,201.0,20-24,99.0,,,,,,
MN,RED LAKE COUNTY CENTRAL PUBLIC SCH,186.0,55-59,85.0,45-49,46.0,182.0,55-59,83.0,45-49,46.0,,,,,,
MN,SEJONG ACADEMY OF MINNESOTA,112.0,55-59,108.0,50-54,96.0,112.0,30-34,108.0,30-34,96.0,,,,,,
MN,ROUND LAKE-BREWSTER PUBLIC SCHOOLS,154.0,35-39,124.0,30-34,81.0,155.0,45-49,125.0,40-44,81.0,,,,,,
MN,TECHNICAL ACADEMIES OF MINNESOTA,51.0,LE10,17.0,LE20,33.0,46.0,20-29,18.0,21-39,39.0,,,,,,
MN,STAR OF THE NORTH ACADEMY CHARTER S,93.0,45-49,36.0,30-39,39.0,91.0,35-39,34.0,20-29,37.0,,,,,,
MN,DISCOVERY CHARTER SCHOOL,141.0,40-44,62.0,20-24,44.0,141.0,55-59,62.0,40-44,44.0,,,,,,
MN,UNIVERSAL ACADEMY CHARTER SCHOOL,199.0,25-29,187.0,25-29,94.0,190.0,35-39,178.0,35-39,94.0,,,,,,
MN,AGAMIM CLASSICAL ACADEMY,149.0,60-64,45.0,30-39,30.0,146.0,55-59,45.0,40-49,31.0,,,,,,
MN,SAINT CLOUD MATH AND SCIENCE ACADEM,81.0,20-24,71.0,15-19,88.0,81.0,25-29,71.0,25-29,88.0,,,,,,
MN,BDOTE LEARNING CENTER,24.0,LE20,22.0,LE20,92.0,9.0,LT50,8.0,LT50,89.0,,,,,,
MN,ART AND SCIENCE ACADEMY,260.0,58,97.0,50-54,37.0,260.0,64,97.0,55-59,37.0,,,,,,
MN,NORTHEAST COLLEGE PREP,204.0,40,183.0,35-39,90.0,204.0,40,183.0,35-39,90.0,,,,,,
MN,MINNESOTA MATH AND SCIENCE ACADEMY,255.0,27,242.0,25-29,95.0,271.0,30,256.0,30-34,94.0,,,,,,
MN,WOODBURY LEADERSHIP ACADEMY,197.0,50-54,18.0,LE20,9.0,195.0,50-54,17.0,LE20,9.0,,,,,,
MN,Career Pathways,20.0,LE20,18.0,LE20,90.0,15.0,LT50,11.0,LT50,73.0,,,,,,
MN,JANE GOODALL ENVIRONMENTAL SCIENCE,22.0,21-39,4.0,PS,18.0,24.0,40-59,5.0,PS,21.0,,,,,,
MN,Success Academy,50.0,30-39,35.0,20-29,70.0,50.0,20-29,35.0,20-29,70.0,,,,,,
MN,Minnesota Excellence in Learning Ac,80.0,20-24,75.0,20-24,94.0,80.0,25-29,75.0,25-29,94.0,,,,,,
MN,LEVEL UP ACADEMY,71.0,40-44,31.0,40-49,44.0,70.0,50-54,31.0,50-59,44.0,,,,,,
MN,New Century School,149.0,45-49,148.0,45-49,99.0,149.0,30-34,148.0,30-34,99.0,,,,,,
MN,ROCHESTER BEACON ACADEMY,68.0,10-14,23.0,LE20,34.0,73.0,25-29,24.0,21-39,33.0,,,,,,
MN,SHERBURNE AND NORTHERN WRIGHT SPECI,30.0,21-39,14.0,LT50,47.0,30.0,21-39,13.0,LT50,43.0,,,,,,
MN,TESFA INTERNATIONAL SCHOOL,92.0,25-29,86.0,20-24,93.0,91.0,25-29,85.0,20-24,93.0,,,,,,
MN,Southwest Metro Intermediate 288,153.0,6-9,42.0,LE10,27.0,142.0,20-24,45.0,11-19,32.0,,,,,,
MN,North Metro Flex Academy,99.0,35-39,85.0,25-29,86.0,101.0,30-34,85.0,25-29,84.0,,,,,,
MN,Cannon Valley Special Education Coo,27.0,LE20,24.0,LE20,89.0,26.0,21-39,21.0,21-39,81.0,,,,,,
