STNAM,LEANM,Math Sum Total,Math Sum Pct Prof,Math ECD Total,Math ECD Pct Prof,Math Pct ECD,Read Sum Total,Read Sum Pct Prof,Read ECD Total,Read ECD Pct Prof,Read Pct ECD,TotPop_x,KidPop_x,ChildPov_x,TotPop_y,KidPop_y,ChildPov_y
OH,Southeast Local,830.0,65,381.0,56,46.0,749.0,73,280.0,60-64,37.0,,,,,,
OH,Southeast Local,748.0,78,286.0,65-69,38.0,826.0,68,373.0,58,45.0,,,,,,
OH,Southeast Local,748.0,78,286.0,65-69,38.0,749.0,73,280.0,60-64,37.0,,,,,,
OH,Streetsboro City,1185.0,64,482.0,50,41.0,1190.0,69,474.0,56,40.0,,,,,,
OH,Waterloo Local,568.0,68,218.0,60-64,38.0,560.0,71,219.0,65-69,39.0,,,,,,
OH,Tri-County North Local,487.0,70,184.0,60-64,38.0,475.0,62,186.0,50-54,39.0,,,,,,
OH,National Trail Local,585.0,66,248.0,60-64,42.0,595.0,66,253.0,55-59,43.0,,,,,,
OH,Preble Shawnee Local,768.0,60,431.0,54,56.0,777.0,55,435.0,51,56.0,,,,,,
OH,Columbus Grove Local,456.0,76,117.0,65-69,26.0,450.0,78,116.0,65-69,26.0,,,,,,
OH,Continental Local,254.0,81,104.0,70-74,41.0,257.0,83,104.0,75-79,40.0,,,,,,
OH,Jennings Local,207.0,84,38.0,60-69,18.0,214.0,77,39.0,60-69,18.0,,,,,,
OH,Kalida Local,338.0,89,37.0,70-79,11.0,331.0,89,38.0,70-79,11.0,,,,,,
OH,Leipsic Local,333.0,61,177.0,50-54,53.0,327.0,67,174.0,60-64,53.0,,,,,,
OH,Miller City-New Cleveland Local,267.0,92,23.0,GE80,9.0,270.0,87,22.0,60-79,8.0,,,,,,
OH,Ottawa-Glandorf Local,781.0,79,152.0,60-64,19.0,777.0,79,154.0,65-69,20.0,,,,,,
OH,Ottoville Local,259.0,90,26.0,GE80,10.0,261.0,92,29.0,GE80,11.0,,,,,,
OH,Pandora-Gilboa Local,290.0,78,54.0,60-69,19.0,285.0,78,57.0,60-69,20.0,,,,,,
OH,Clear Fork Valley Local,927.0,67,330.0,58,36.0,934.0,69,337.0,60,36.0,,,,,,
OH,Lexington Local,1336.0,81,377.0,72,28.0,1318.0,79,373.0,65,28.0,,,,,,
OH,Lucas Local,315.0,61,109.0,50-54,35.0,312.0,68,110.0,55-59,35.0,,,,,,
OH,Plymouth-Shiloh Local,404.0,68,201.0,60-64,50.0,407.0,66,205.0,55-59,50.0,,,,,,
OH,Ontario Local,1167.0,73,376.0,63,32.0,1179.0,74,394.0,64,33.0,,,,,,
OH,Adena Local,676.0,59,291.0,45-49,43.0,660.0,60,297.0,45-49,45.0,,,,,,
OH,Huntington Local,569.0,45,565.0,45,99.0,639.0,48,635.0,48,99.0,,,,,,
OH,Paint Valley Local,460.0,39,446.0,39,97.0,446.0,57,432.0,57,97.0,,,,,,
OH,Union-Scioto Local,1203.0,63,556.0,55,46.0,1197.0,64,551.0,54,46.0,,,,,,
OH,Zane Trace Local,733.0,60,334.0,46,46.0,715.0,68,323.0,55,45.0,,,,,,
OH,Woodmore Local,504.0,75,115.0,60-64,23.0,512.0,77,116.0,60-64,23.0,,,,,,
OH,Bloom-Vernon Local,458.0,78,235.0,70-74,51.0,458.0,76,235.0,70-74,51.0,,,,,,
OH,Green Local,297.0,47,147.0,35-39,49.0,300.0,63,148.0,55-59,49.0,,,,,,
OH,Green Local,297.0,47,147.0,35-39,49.0,2193.0,81,449.0,68,20.0,,,,,,
OH,Green Local,297.0,47,147.0,35-39,49.0,601.0,74,163.0,55-59,27.0,,,,,,
OH,Green Local,2194.0,84,453.0,70,21.0,300.0,63,148.0,55-59,49.0,,,,,,
OH,Green Local,2194.0,84,453.0,70,21.0,2193.0,81,449.0,68,20.0,,,,,,
OH,Green Local,2194.0,84,453.0,70,21.0,601.0,74,163.0,55-59,27.0,,,,,,
OH,Green Local,592.0,72,168.0,60-64,28.0,300.0,63,148.0,55-59,49.0,,,,,,
OH,Green Local,592.0,72,168.0,60-64,28.0,2193.0,81,449.0,68,20.0,,,,,,
OH,Green Local,592.0,72,168.0,60-64,28.0,601.0,74,163.0,55-59,27.0,,,,,,
OH,Minford Local,704.0,66,350.0,55,50.0,717.0,65,364.0,56,51.0,,,,,,
OH,Valley Local,558.0,65,284.0,50-54,51.0,562.0,60,285.0,45-49,51.0,,,,,,
OH,Washington-Nile Local,829.0,62,731.0,63,88.0,827.0,64,728.0,64,88.0,,,,,,
OH,Wheelersburg Local,855.0,76,296.0,65-69,35.0,840.0,83,301.0,73,36.0,,,,,,
OH,Seneca East Local,483.0,77,142.0,65-69,29.0,480.0,72,141.0,60-64,29.0,,,,,,
OH,Hopewell-Loudon Local,476.0,83,118.0,75-79,25.0,471.0,68,114.0,55-59,24.0,,,,,,
OH,New Riegel Local,234.0,76,41.0,50-59,18.0,225.0,67,40.0,40-49,18.0,,,,,,
OH,Botkins Local,360.0,85,61.0,65-69,17.0,363.0,86,57.0,60-69,16.0,,,,,,
OH,Fairlawn Local,320.0,62,84.0,40-44,26.0,332.0,65,87.0,45-49,26.0,,,,,,
OH,Fort Loramie Local,432.0,91,27.0,60-79,6.0,430.0,86,30.0,60-79,7.0,,,,,,
OH,Hardin-Houston Local,482.0,68,157.0,60-64,33.0,487.0,65,160.0,50-54,33.0,,,,,,
OH,Russia Local,227.0,95,28.0,GE80,12.0,230.0,90,28.0,GE80,12.0,,,,,,
OH,Canton Local,980.0,66,907.0,67,93.0,979.0,63,902.0,61,92.0,,,,,,
OH,Fairless Local,849.0,62,357.0,56,42.0,856.0,62,356.0,53,42.0,,,,,,
OH,Jackson Local,3157.0,84,522.0,63,17.0,3143.0,83,529.0,66,17.0,,,,,,
OH,Lake Local,1828.0,85,256.0,70-74,14.0,1818.0,84,252.0,70-74,14.0,,,,,,
OH,Lake Local,1828.0,85,256.0,70-74,14.0,914.0,67,318.0,54,35.0,,,,,,
OH,Lake Local,920.0,62,324.0,52,35.0,1818.0,84,252.0,70-74,14.0,,,,,,
OH,Lake Local,920.0,62,324.0,52,35.0,914.0,67,318.0,54,35.0,,,,,,
OH,Louisville City,1567.0,78,540.0,67,34.0,1548.0,74,533.0,63,34.0,,,,,,
OH,Marlington Local,1158.0,68,458.0,56,40.0,1142.0,75,452.0,65,40.0,,,,,,
OH,Minerva Local,1084.0,69,527.0,62,49.0,1077.0,65,530.0,54,49.0,,,,,,
OH,Osnaburg Local,452.0,68,226.0,55-59,50.0,459.0,65,225.0,50-54,49.0,,,,,,
OH,Plain Local,3271.0,74,1432.0,62,44.0,3284.0,74,1434.0,61,44.0,,,,,,
OH,Sandy Valley Local,742.0,66,335.0,58,45.0,748.0,66,333.0,53,45.0,,,,,,
OH,Tuslaw Local,763.0,80,213.0,70-74,28.0,758.0,77,208.0,60-64,27.0,,,,,,
OH,Woodridge Local,996.0,63,453.0,45,45.0,997.0,66,449.0,49,45.0,,,,,,
OH,Copley-Fairlawn City,1502.0,83,278.0,65-69,19.0,1507.0,84,279.0,65-69,19.0,,,,,,
OH,Coventry Local,1034.0,65,466.0,61,45.0,1065.0,66,480.0,61,45.0,,,,,,
OH,Hudson City,2373.0,91,114.0,65-69,5.0,2482.0,89,121.0,60-64,5.0,,,,,,
OH,Mogadore Local,462.0,74,132.0,65-69,29.0,475.0,70,134.0,60-64,28.0,,,,,,
OH,Nordonia Hills City,2001.0,81,324.0,62,16.0,1997.0,82,320.0,67,16.0,,,,,,
OH,Revere Local,1535.0,89,99.0,75-79,6.0,1542.0,88,102.0,65-69,7.0,,,,,,
OH,Twinsburg City,2225.0,84,391.0,66,18.0,2261.0,83,391.0,64,17.0,,,,,,
OH,Bloomfield-Mespo Local,106.0,70-74,47.0,60-69,44.0,107.0,55-59,47.0,40-49,44.0,,,,,,
OH,Bristol Local,304.0,82,140.0,75-79,46.0,309.0,76,142.0,70-74,46.0,,,,,,
OH,Brookfield Local,559.0,56,246.0,50-54,44.0,560.0,63,247.0,55-59,44.0,,,,,,
OH,Champion Local,749.0,82,233.0,70-74,31.0,760.0,81,231.0,70-74,30.0,,,,,,
OH,Mathews Local,348.0,74,135.0,65-69,39.0,353.0,69,137.0,55-59,39.0,,,,,,
OH,Howland Local,1420.0,76,499.0,66,35.0,1419.0,78,502.0,68,35.0,,,,,,
OH,Joseph Badger Local,411.0,69,197.0,55-59,48.0,418.0,69,201.0,60-64,48.0,,,,,,
OH,Lakeview Local,940.0,81,279.0,65-69,30.0,922.0,81,273.0,65-69,30.0,,,,,,
OH,Liberty Local,655.0,53,469.0,49,72.0,660.0,57,469.0,49,71.0,,,,,,
OH,Lordstown Local,246.0,78,94.0,70-74,38.0,253.0,78,95.0,65-69,38.0,,,,,,
OH,Maplewood Local,393.0,90,146.0,85-89,37.0,392.0,84,144.0,80-84,37.0,,,,,,
OH,McDonald Local,425.0,77,172.0,65-69,40.0,434.0,78,173.0,65-69,40.0,,,,,,
OH,Southington Local,268.0,74,131.0,65-69,49.0,272.0,74,132.0,60-64,49.0,,,,,,
OH,LaBrae Local,624.0,66,320.0,58,51.0,630.0,70,321.0,58,51.0,,,,,,
OH,Weathersfield Local,580.0,77,306.0,70,53.0,573.0,75,307.0,68,54.0,,,,,,
OH,Garaway Local,685.0,73,264.0,60-64,39.0,682.0,74,259.0,60-64,38.0,,,,,,
OH,Indian Valley Local,1018.0,71,447.0,61,44.0,1024.0,72,446.0,63,44.0,,,,,,
OH,Strasburg-Franklin Local,304.0,65,81.0,50-54,27.0,299.0,68,80.0,50-54,27.0,,,,,,
OH,Tuscarawas Valley Local,723.0,82,205.0,75-79,28.0,726.0,77,205.0,65-69,28.0,,,,,,
OH,Fairbanks Local,610.0,73,84.0,55-59,14.0,605.0,82,80.0,70-74,13.0,,,,,,
OH,North Union Local School District,835.0,75,320.0,62,38.0,839.0,71,319.0,60,38.0,"9,360","1,651",119,"9,360","1,651",119
OH,Vinton County Local,1052.0,60,1036.0,60,98.0,1069.0,62,1054.0,63,99.0,,,,,,
OH,Carlisle Local,879.0,70,297.0,60-64,34.0,876.0,73,293.0,65-69,33.0,,,,,,
OH,Springboro Community City,3394.0,83,256.0,60-64,8.0,3319.0,82,260.0,60-64,8.0,,,,,,
OH,Kings Local,2434.0,82,399.0,63,16.0,2424.0,82,400.0,63,17.0,,,,,,
OH,Little Miami Local,2684.0,78,509.0,60,19.0,2665.0,76,508.0,59,19.0,,,,,,
OH,Mason City,5730.0,89,518.0,66,9.0,5700.0,86,515.0,65,9.0,,,,,,
OH,Wayne Local,795.0,89,139.0,75-79,17.0,797.0,85,138.0,65-69,17.0,,,,,,
OH,Fort Frye Local,556.0,72,264.0,65-69,47.0,572.0,66,269.0,60-64,47.0,,,,,,
OH,Frontier Local,327.0,57,146.0,50-54,45.0,327.0,59,146.0,45-49,45.0,,,,,,
OH,Wolf Creek Local,336.0,70,124.0,60-64,37.0,340.0,69,126.0,50-54,37.0,,,,,,
OH,Chippewa Local,697.0,80,212.0,70-74,30.0,688.0,80,208.0,65-69,30.0,,,,,,
OH,Dalton Local,481.0,77,107.0,60-64,22.0,484.0,83,107.0,70-74,22.0,,,,,,
OH,Norwayne Local,744.0,84,218.0,75-79,29.0,760.0,82,222.0,70-74,29.0,,,,,,
OH,Triway Local,878.0,79,300.0,70-74,34.0,846.0,77,298.0,70-74,35.0,,,,,,
OH,Edgerton Local,322.0,68,110.0,60-64,34.0,327.0,82,112.0,70-74,34.0,,,,,,
OH,Edon Northwest Local,260.0,77,89.0,60-64,34.0,257.0,80,91.0,70-74,35.0,,,,,,
OH,Millcreek-West Unity Local,281.0,69,117.0,55-59,42.0,279.0,65,115.0,50-54,41.0,,,,,,
OH,North Central Local,311.0,69,116.0,60-64,37.0,313.0,69,119.0,60-64,38.0,,,,,,
OH,Stryker Local,201.0,73,99.0,65-69,49.0,202.0,73,99.0,70-74,49.0,,,,,,
OH,Eastwood Local,777.0,82,183.0,70-74,24.0,782.0,84,188.0,70-74,24.0,,,,,,
OH,Elmwood Local,669.0,74,228.0,65-69,34.0,659.0,72,222.0,60-64,34.0,,,,,,
OH,North Baltimore Local,328.0,66,158.0,55-59,48.0,328.0,70,159.0,60-64,48.0,,,,,,
OH,Northwood Local Schools,522.0,57,275.0,45-49,53.0,529.0,55,274.0,45-49,52.0,,,,,,
OH,Otsego Local,833.0,69,187.0,55-59,22.0,828.0,70,184.0,50-54,22.0,,,,,,
OH,Mohawk Local,490.0,76,144.0,65-69,29.0,492.0,70,145.0,55-59,29.0,,,,,,
OH,Adams County Ohio Valley Local,1944.0,57,1097.0,48,56.0,1935.0,58,1095.0,48,57.0,,,,,,
OH,Gallia County Local,1172.0,55,1156.0,54,99.0,1180.0,56,1162.0,56,98.0,,,,,,
OH,East Guernsey Local,548.0,67,267.0,60-64,49.0,549.0,68,268.0,60-64,49.0,,,,,,
OH,Findlay City,2716.0,67,1071.0,51,39.0,2716.0,65,1073.0,48,40.0,,,,,,
OH,Van Buren Local,584.0,86,86.0,70-74,15.0,586.0,83,85.0,60-64,15.0,,,,,,
OH,Arcadia Local,333.0,81,122.0,75-79,37.0,321.0,82,123.0,70-74,38.0,,,,,,
OH,Sidney City,1780.0,60,1051.0,54,59.0,1789.0,58,1040.0,49,58.0,,,,,,
OH,Anna Local,636.0,86,84.0,70-74,13.0,633.0,85,87.0,65-69,14.0,,,,,,
OH,Jackson Center Local,271.0,77,68.0,70-74,25.0,275.0,80,70.0,75-79,25.0,,,,,,
OH,Salem City,1144.0,67,583.0,56,51.0,1128.0,68,593.0,55,53.0,,,,,,
OH,Leetonia Exempted Village,346.0,57,231.0,50-54,67.0,347.0,57,231.0,50-54,67.0,,,,,,
OH,Crestline Exempted Village,267.0,46,262.0,45-49,98.0,274.0,62,274.0,60-64,100.0,,,,,,
OH,Shelby City,1061.0,74,521.0,64,49.0,1059.0,70,524.0,60,49.0,,,,,,
OH,Miami Trace Local,1359.0,76,558.0,68,41.0,1408.0,72,578.0,58,41.0,,,,,,
OH,Washington Court House City,1185.0,66,676.0,59,57.0,1208.0,58,700.0,48,58.0,,,,,,
OH,Mount Vernon City,2159.0,70,1049.0,61,49.0,2105.0,68,1061.0,58,50.0,,,,,,
OH,East Knox Local,501.0,59,201.0,55-59,40.0,501.0,70,207.0,60-64,41.0,,,,,,
OH,Painesville City Local,1510.0,36,1321.0,34,87.0,1520.0,41,1329.0,37,87.0,,,,,,
OH,Orange City,994.0,87,113.0,65-69,11.0,1025.0,89,119.0,60-64,12.0,,,,,,
OH,Bedford City,1650.0,42,1062.0,38,64.0,1691.0,48,1075.0,44,64.0,,,,,,
OH,Warren Local,1151.0,60,419.0,48,36.0,1145.0,73,420.0,63,37.0,,,,,,
OH,Marietta City,1399.0,55,712.0,44,51.0,1402.0,61,722.0,49,51.0,,,,,,
OH,Clyde-Green Springs Exempted Village,1204.0,68,573.0,62,48.0,1198.0,65,567.0,57,47.0,,,,,,
OH,Old Fort Local,379.0,75,143.0,65-69,38.0,359.0,69,140.0,55-59,39.0,,,,,,
OH,Lincolnview Local,506.0,73,199.0,60-64,39.0,509.0,78,198.0,65-69,39.0,,,,,,
OH,Van Wert City,1083.0,62,529.0,51,49.0,1082.0,63,540.0,53,50.0,,,,,,
OH,Upper Sandusky Exempted Village,880.0,67,320.0,55,36.0,877.0,71,322.0,61,37.0,,,,,,
OH,Kenton City,1025.0,63,661.0,58,64.0,1010.0,59,644.0,52,64.0,,,,,,
OH,Clay Local,363.0,53,220.0,50-54,61.0,363.0,56,221.0,50-54,61.0,,,,,,
OH,Portsmouth City,925.0,44,908.0,44,98.0,925.0,52,909.0,52,98.0,,,,,,
OH,Rittman Exempted Village,586.0,71,311.0,60,53.0,589.0,70,307.0,60,52.0,,,,,,
OH,Wadsworth City,2404.0,82,494.0,70,21.0,2450.0,83,500.0,68,20.0,,,,,,
OH,Celina City,1362.0,73,632.0,63,46.0,1382.0,64,636.0,54,46.0,,,,,,
OH,Marion Local,482.0,93,20.0,60-79,4.0,467.0,88,18.0,60-79,4.0,,,,,,
OH,Wooster City,1718.0,71,742.0,55,43.0,1830.0,68,791.0,50,43.0,,,,,,
OK,TIMBERLAKE,141.0,45-49,75.0,35-39,53.0,142.0,30-34,76.0,25-29,54.0,,,,,,
OK,BURNS FLAT-DILL CITY,289.0,17,243.0,15-19,84.0,289.0,18,243.0,15-19,84.0,,,,,,
OK,THOMAS-FAY-CUSTER UNIFIED DIST,232.0,47,131.0,40-44,56.0,230.0,49,129.0,40-44,56.0,,,,,,
OK,FRONTIER,180.0,25-29,126.0,25-29,70.0,181.0,25-29,127.0,20-24,70.0,,,,,,
OK,OKLAHOMA UNION,309.0,44,180.0,35-39,58.0,309.0,33,180.0,25-29,58.0,,,,,,
OK,HYDRO-EAKLY,223.0,54,124.0,45-49,56.0,223.0,47,124.0,35-39,56.0,,,,,,
OK,KEYS,323.0,41,223.0,35-39,69.0,323.0,36,223.0,30-34,69.0,,,,,,
OK,DEBORAH BROWN (CHARTER),21.0,21-39,19.0,21-39,90.0,21.0,40-59,19.0,60-79,90.0,,,,,,
OK,DOVE SCHOOLS OF TULSA,532.0,48,139.0,45-49,26.0,533.0,27,139.0,25-29,26.0,,,,,,
OK,CHEROKEE IMMERSION CHARTER SCH,67.0,20-24,,,,68.0,20-24,,,,,,,,,
OK,KIPP REACH COLL (CHARTER),409.0,65,409.0,65,100.0,409.0,51,409.0,51,100.0,,,,,,
OK,SEEWORTH ACADEMY (CHARTER),115.0,LE5,115.0,LE5,100.0,112.0,LE5,112.0,LE5,100.0,,,,,,
OK,LIGHTHOUSE ACADEMY (CHARTER),314.0,12,300.0,10-14,96.0,312.0,11,298.0,10-14,96.0,,,,,,
OK,SANKOFA MIDDLE SCHL (CHARTER),98.0,20-24,93.0,20-24,95.0,98.0,15-19,93.0,15-19,95.0,,,,,,
OK,HARDING FINE ARTS (CHARTER),83.0,25-29,47.0,20-29,57.0,83.0,60-64,47.0,50-59,57.0,,,,,,
OK,SCHL ARTS/SCI (CHARTER),205.0,18,106.0,15-19,52.0,204.0,36,106.0,30-34,52.0,,,,,,
OK,HUPFELD/W VILLAGE (CHARTER),130.0,35-39,130.0,35-39,100.0,130.0,30-34,130.0,30-34,100.0,,,,,,
OK,EPIC ONE ON ONE CHARTER SCHOOL,7283.0,14,3926.0,9,54.0,7288.0,23,3929.0,18,54.0,,,,,,
OK,OKLAHOMA VIRTUAL CHARTER ACAD,1428.0,15,910.0,11,64.0,1429.0,23,911.0,18,64.0,,,,,,
OK,KIPP (CHARTER),342.0,17,236.0,15-19,69.0,342.0,17,237.0,15-19,69.0,,,,,,
OK,INDEPENDENCE MIDDLE SCHOOL,312.0,21,225.0,20-24,72.0,312.0,29,225.0,25-29,72.0,,,,,,
OK,GRAHAM-DUSTIN,91.0,10-14,91.0,10-14,100.0,91.0,15-19,91.0,15-19,100.0,,,,,,
OK,ASTEC CHARTERS,570.0,21,543.0,20,95.0,569.0,22,542.0,22,95.0,,,,,,
OK,HARDING (CHARTER),94.0,50-54,40.0,40-49,43.0,94.0,65-69,40.0,50-59,43.0,,,,,,
OK,INSIGHT SCHOOL OF OKLAHOMA,252.0,4,158.0,LE5,63.0,252.0,11,158.0,6-9,63.0,,,,,,
OK,OKLAHOMA CONNECTIONS ACADEMY,566.0,20,295.0,15-19,52.0,566.0,31,295.0,25-29,52.0,,,,,,
OK,JOHN W REX CHARTER ELEMENTARY,285.0,55,95.0,35-39,33.0,285.0,53,95.0,35-39,33.0,,,,,,
OK,OKLAHOMA YOUTH ACADEMY,29.0,LE20,20.0,LE20,69.0,29.0,LE20,20.0,21-39,69.0,,,,,,
OK,COLLEGE BOUND(CHARTER),96.0,20-24,85.0,20-24,89.0,96.0,30-34,85.0,30-34,89.0,,,,,,
OK,HONOR ACADEMY(CHARTER),398.0,42,372.0,42,93.0,398.0,34,372.0,33,93.0,,,,,,
OK,COLLEGIATE HALL(CHARTER),224.0,25,197.0,20-24,88.0,220.0,24,193.0,20-24,88.0,,,,,,
OK,LANGSTON HUGHES ACAD ARTS-TECH,1.0,PS,,,,1.0,PS,,,,,,,,,
OK,CARLTON LANDING ACADEMY,42.0,11-19,18.0,LE20,43.0,42.0,11-19,18.0,LE20,43.0,,,,,,
OK,SANTA FE SOUTH (CHARTER),1499.0,12,1398.0,11,93.0,1503.0,16,1402.0,15,93.0,,,,,,
OK,OLUSTEE-ELDORADO,91.0,20-24,91.0,20-24,100.0,91.0,20-24,91.0,20-24,100.0,,,,,,
OK,DAVIDSON,21.0,LE20,21.0,LE20,100.0,21.0,LE20,21.0,LE20,100.0,,,,,,
OK,DOVE SCIENCE ACADEMY (CHARTER),697.0,48,610.0,46,88.0,697.0,39,610.0,36,88.0,,,,,,
OK,EPIC BLENDED LEARNING CHARTER,3956.0,20,2169.0,13,55.0,3947.0,28,2165.0,21,55.0,,,,,,
OK,LE MONDE INTERNATIONAL SCHOOL,40.0,50-59,11.0,GE50,28.0,40.0,40-49,11.0,LT50,28.0,,,,,,
OK,NORTH ROCK CREEK,409.0,24,206.0,20-24,50.0,409.0,30,206.0,20-24,50.0,,,,,,
OK,ACHILLE,152.0,25-29,103.0,20-24,68.0,150.0,30-34,101.0,25-29,67.0,,,,,,
OK,ADA,1252.0,28,809.0,21,65.0,1248.0,31,805.0,22,65.0,,,,,,
OK,ADAIR,557.0,54,299.0,40-44,54.0,558.0,41,300.0,35-39,54.0,,,,,,
OK,AFTON,274.0,24,263.0,20-24,96.0,274.0,27,263.0,25-29,96.0,,,,,,
OK,AGRA,144.0,20-24,144.0,20-24,100.0,145.0,25-29,145.0,25-29,100.0,,,,,,
OK,ALBION,21.0,LE20,21.0,LE20,100.0,21.0,21-39,21.0,21-39,100.0,,,,,,
OK,ALEX,155.0,50-54,155.0,50-54,100.0,155.0,50-54,155.0,50-54,100.0,,,,,,
OK,ALINE-CLEO,67.0,35-39,44.0,30-39,66.0,67.0,30-34,44.0,30-39,66.0,,,,,,
OK,ALLEN,281.0,16,215.0,15-19,77.0,281.0,22,215.0,15-19,77.0,,,,,,
OK,ALLEN-BOWDEN,209.0,19,184.0,15-19,88.0,209.0,22,184.0,20-24,88.0,,,,,,
OK,ALTUS,1560.0,40,1373.0,38,88.0,1567.0,38,1381.0,36,88.0,,,,,,
OK,ALVA,489.0,34,225.0,30-34,46.0,489.0,36,225.0,30-34,46.0,,,,,,
OK,AMBER-POCASSET,270.0,41,119.0,35-39,44.0,271.0,48,119.0,35-39,44.0,,,,,,
OK,ANADARKO,823.0,21,727.0,23,88.0,822.0,25,726.0,26,88.0,,,,,,
OK,ANDERSON,170.0,35-39,97.0,30-34,57.0,171.0,35-39,98.0,30-34,57.0,,,,,,
OK,ANTLERS,482.0,47,458.0,48,95.0,485.0,41,461.0,42,95.0,,,,,,
OK,ARAPAHO-BUTLER,233.0,49,72.0,35-39,31.0,233.0,46,72.0,25-29,31.0,,,,,,
OK,ARDMORE,1357.0,19,1357.0,19,100.0,1356.0,21,1356.0,21,100.0,,,,,,
OK,ARKOMA,191.0,25-29,138.0,25-29,72.0,191.0,35-39,138.0,30-34,72.0,,,,,,
OK,ARNETT,88.0,40-44,33.0,30-39,38.0,88.0,35-39,33.0,20-29,38.0,,,,,,
OK,ASHER,150.0,30-34,95.0,25-29,63.0,151.0,35-39,96.0,30-34,64.0,,,,,,
OK,ATOKA,359.0,34,311.0,32,87.0,358.0,35,311.0,33,87.0,,,,,,
OK,AVANT,56.0,11-19,56.0,11-19,100.0,56.0,11-19,56.0,11-19,100.0,,,,,,
OK,BALKO,82.0,40-44,24.0,40-59,29.0,82.0,40-44,24.0,40-59,29.0,,,,,,
OK,BANNER,162.0,55-59,75.0,45-49,46.0,162.0,50-54,75.0,45-49,46.0,,,,,,
OK,BARNSDALL,198.0,20-24,111.0,15-19,56.0,198.0,25-29,111.0,25-29,56.0,,,,,,
OK,BARTLESVILLE,2960.0,43,1594.0,31,54.0,2965.0,39,1600.0,26,54.0,,,,,,
OK,BATTIEST,122.0,45-49,122.0,45-49,100.0,122.0,35-39,122.0,35-39,100.0,,,,,,
OK,BEARDEN,88.0,20-24,55.0,11-19,62.0,87.0,20-24,54.0,11-19,62.0,,,,,,
OK,BEAVER,149.0,30-34,94.0,25-29,63.0,149.0,35-39,94.0,25-29,63.0,,,,,,
OK,BEGGS,508.0,33,338.0,30,67.0,507.0,33,337.0,25,66.0,,,,,,
OK,BELFONTE,88.0,6-9,73.0,LE5,83.0,88.0,6-9,73.0,6-9,83.0,,,,,,
OK,BENNINGTON,167.0,30-34,167.0,30-34,100.0,167.0,35-39,167.0,35-39,100.0,,,,,,
OK,BERRYHILL,607.0,41,201.0,30-34,33.0,607.0,44,201.0,35-39,33.0,,,,,,
OK,BETHANY,846.0,59,340.0,48,40.0,844.0,51,339.0,39,40.0,,,,,,
OK,BETHEL,646.0,43,283.0,30-34,44.0,646.0,44,283.0,30-34,44.0,,,,,,
OK,BIG PASTURE,95.0,45-49,55.0,40-49,58.0,95.0,35-39,55.0,30-39,58.0,,,,,,
OK,BILLINGS,33.0,LE10,33.0,LE10,100.0,33.0,11-19,33.0,11-19,100.0,,,,,,
OK,BISHOP,267.0,63,164.0,55-59,61.0,266.0,56,163.0,45-49,61.0,,,,,,
OK,BIXBY,3422.0,52,769.0,33,22.0,3426.0,50,772.0,30,23.0,,,,,,
OK,BLACKWELL,580.0,39,406.0,32,70.0,581.0,32,407.0,27,70.0,,,,,,
OK,BLAIR,148.0,20-24,94.0,25-29,64.0,148.0,20-24,94.0,15-19,64.0,,,,,,
OK,BLANCHARD,1047.0,41,430.0,34,41.0,1047.0,47,430.0,37,41.0,,,,,,
OK,BLUEJACKET,102.0,25-29,68.0,20-24,67.0,103.0,25-29,69.0,20-24,67.0,,,,,,
OK,BOISE CITY,149.0,15-19,94.0,15-19,63.0,149.0,20-24,94.0,15-19,63.0,,,,,,
OK,BOKOSHE,88.0,10-14,88.0,10-14,100.0,89.0,25-29,89.0,25-29,100.0,,,,,,
OK,BOONE-APACHE,284.0,31,230.0,30-34,81.0,284.0,31,230.0,25-29,81.0,,,,,,
OK,BOSWELL,175.0,20-24,175.0,20-24,100.0,176.0,30-34,176.0,30-34,100.0,,,,,,
OK,BOWLEGS,106.0,15-19,106.0,15-19,100.0,106.0,15-19,106.0,15-19,100.0,,,,,,
OK,BOWRING,36.0,30-39,24.0,21-39,67.0,36.0,40-49,24.0,21-39,67.0,,,,,,
OK,BRAGGS,85.0,15-19,85.0,15-19,100.0,84.0,25-29,84.0,25-29,100.0,,,,,,
OK,BRAY-DOYLE,161.0,15-19,95.0,20-24,59.0,161.0,30-34,95.0,35-39,59.0,,,,,,
OK,BRIDGE CREEK,856.0,41,399.0,31,47.0,856.0,35,399.0,26,47.0,,,,,,
OK,BRIGGS,264.0,22,264.0,20-24,100.0,264.0,23,264.0,20-24,100.0,,,,,,
OK,BRISTOW,882.0,35,510.0,28,58.0,881.0,38,509.0,31,58.0,,,,,,
OK,BROKEN ARROW,9776.0,32,4271.0,22,44.0,9790.0,37,4282.0,26,44.0,,,,,,
OK,BROKEN BOW,752.0,25,752.0,25,100.0,753.0,27,753.0,27,100.0,,,,,,
OK,BRUSHY,223.0,43,193.0,40-44,87.0,223.0,27,193.0,25-29,87.0,,,,,,
OK,BUFFALO,169.0,20-24,107.0,15-19,63.0,169.0,10-14,107.0,LE5,63.0,,,,,,
OK,BUFFALO VALLEY,73.0,LE5,49.0,LE10,67.0,73.0,10-14,49.0,11-19,67.0,,,,,,
OK,BURLINGTON,65.0,45-49,35.0,40-49,54.0,65.0,40-44,35.0,40-49,54.0,,,,,,
